Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Sales,Profit,Discount,Month,Year,Quarter,Profit_Margin
2226,C0450,P023,2025-01-20,1,9447.9,2234.9,20,January,2025,1,23.65
2227,C0094,P048,2025-04-26,2,8306.72,3074.72,10,April,2025,2,37.01
2228,C0446,P044,2025-05-23,2,27736.98,8802.98,5,May,2025,2,31.74
2229,C0253,P033,2025-06-12,3,44220.73,8433.73,0,June,2025,2,19.07
2230,C0104,P030,2025-05-17,2,15679.79,2069.79,0,May,2025,2,13.2
2231,C0155,P030,2024-02-09,5,52646.58,18621.58,5,February,2024,1,35.37
2232,C0320,P070,2025-01-24,4,12726.39,4758.39,20,January,2025,1,37.39
2233,C0478,P036,2025-05-10,5,28956.03,6726.03,10,May,2025,2,23.23
2234,C0585,P029,2024-11-03,5,25326.81,9266.81,5,November,2024,4,36.59
2235,C0138,P064,2025-05-16,2,9962.02,4166.02,15,May,2025,2,41.82
2236,C0220,P011,2025-05-07,4,34686.14,12142.14,20,May,2025,2,35.01
2237,C0399,P065,2024-10-21,3,38405.26,6737.26,0,October,2024,4,17.54
2238,C0078,P026,2024-09-10,4,12524.68,5488.68,10,September,2024,3,43.82
2239,C0012,P065,2024-11-22,4,51736.33,9512.33,15,November,2024,4,18.39
2240,C0361,P038,2025-12-22,1,6483.36,1771.36,15,December,2025,4,27.32
2241,C0499,P062,2025-05-15,2,1722.31,680.31,15,May,2025,2,39.5
2242,C0482,P065,2024-01-30,5,74831.58,22051.58,5,January,2024,1,29.47
2243,C0366,P055,2025-02-22,3,54017.4,13223.4,5,February,2025,1,24.48
2244,C0065,P025,2024-09-24,1,1480.61,503.61,10,September,2024,3,34.01
2245,C0530,P083,2025-03-11,3,13304.18,3917.18,15,March,2025,1,29.44
2246,C0480,P026,2024-10-01,4,9283.68,2247.68,0,October,2024,4,24.21
2247,C0190,P021,2025-10-13,4,65257.52,25057.52,10,October,2025,4,38.4
2248,C0556,P029,2024-08-14,1,4337.91,1125.91,15,August,2024,3,25.96
2249,C0127,P049,2024-07-30,5,8535.6,3570.6,20,July,2024,3,41.83
2250,C0325,P051,2025-09-17,1,286.11,124.11,20,September,2025,3,43.38
2251,C0548,P036,2024-01-21,3,16458.96,3120.96,20,January,2024,1,18.96
2252,C0492,P006,2025-12-22,1,20212.6,8120.6,0,December,2025,4,40.18
2253,C0433,P072,2024-03-05,3,67760.61,28883.61,20,March,2024,1,42.63
2254,C0541,P010,2025-07-02,1,2416.57,791.57,10,July,2025,3,32.76
2255,C0105,P028,2025-02-09,2,12414.57,5480.57,20,February,2025,1,44.15
2256,C0482,P057,2025-01-17,2,27685.38,7003.38,5,January,2025,1,25.3
2257,C0477,P013,2024-09-11,3,43212.39,12753.39,20,September,2024,3,29.51
2258,C0481,P049,2025-06-23,1,1165.23,172.23,0,June,2025,2,14.78
2259,C0058,P038,2024-02-13,1,6954.79,2242.79,15,February,2024,1,32.25
2260,C0540,P065,2024-08-23,2,28163.58,7051.58,0,August,2024,3,25.04
2261,C0136,P080,2025-01-21,2,24882.96,3650.96,0,January,2025,1,14.67
2262,C0369,P077,2024-03-27,4,54006.25,10286.25,10,March,2024,1,19.05
2263,C0083,P023,2024-01-21,1,8641.38,1428.38,15,January,2024,1,16.53
2264,C0376,P028,2025-09-11,1,5660.65,2193.65,20,September,2025,3,38.75
2265,C0446,P063,2025-02-04,2,8460.54,1480.54,20,February,2025,1,17.5
2266,C0112,P004,2024-11-27,2,21134.09,8632.09,10,November,2024,4,40.84
2267,C0544,P035,2024-11-05,4,53086.58,17290.58,0,November,2024,4,32.57
2268,C0560,P053,2024-09-27,3,6669.37,2064.37,0,September,2024,3,30.95
2269,C0377,P089,2025-03-15,5,53909.02,16894.02,10,March,2025,1,31.34
2270,C0112,P090,2025-07-28,1,1075.7,244.7,15,July,2025,3,22.75
2271,C0175,P036,2025-06-02,3,19529.2,6191.2,20,June,2025,2,31.7
2272,C0015,P083,2025-02-07,2,8752.22,2494.22,15,February,2025,1,28.5
2273,C0333,P017,2025-04-08,3,2996.92,1175.92,0,April,2025,2,39.24
2274,C0255,P048,2025-02-10,2,7982.05,2750.05,0,February,2025,1,34.45
2275,C0027,P012,2025-07-30,2,28328.07,8664.07,15,July,2025,3,30.58
2276,C0260,P027,2024-05-27,1,8660.7,3136.7,10,May,2024,2,36.22
2277,C0074,P016,2024-07-31,1,14110.14,2468.14,5,July,2024,3,17.49
2278,C0344,P033,2024-05-24,4,73278.23,25562.23,0,May,2024,2,34.88
2279,C0290,P001,2025-06-19,4,35356.36,12556.36,15,June,2025,2,35.51
2280,C0373,P022,2025-05-20,5,120672.68,47287.68,0,May,2025,2,39.19
2281,C0013,P056,2024-06-03,3,46554.7,13716.7,10,June,2024,2,29.46
2282,C0026,P005,2025-09-05,1,3718.05,982.05,20,September,2025,3,26.41
2283,C0562,P042,2025-12-07,4,6268.4,2616.4,10,December,2025,4,41.74
2284,C0310,P077,2025-07-12,2,35867.33,14007.33,15,July,2025,3,39.05
2285,C0047,P006,2024-11-25,4,65464.18,17096.18,5,November,2024,4,26.12
2286,C0384,P070,2025-07-22,4,12834.57,4866.57,20,July,2025,3,37.92
2287,C0480,P007,2025-12-17,1,2322.41,994.41,15,December,2025,4,42.82
2288,C0223,P034,2024-06-14,1,16812.61,4753.61,0,June,2024,2,28.27
2289,C0297,P030,2024-07-21,5,55675.0,21650.0,5,July,2024,3,38.89
2290,C0066,P066,2024-02-09,4,33490.24,13966.24,0,February,2024,1,41.7
2291,C0356,P031,2025-05-13,4,67835.54,21747.54,20,May,2025,2,32.06
2292,C0600,P045,2025-03-04,2,29806.96,11596.96,20,March,2025,1,38.91
2293,C0133,P088,2025-03-21,4,14593.57,1969.57,0,March,2025,1,13.5
2294,C0153,P047,2025-06-19,3,39525.22,15096.22,10,June,2025,2,38.19
2295,C0463,P069,2025-07-31,3,64738.89,22966.89,10,July,2025,3,35.48
2296,C0078,P058,2025-12-02,2,24673.3,4807.3,20,December,2025,4,19.48
2297,C0476,P057,2025-06-15,2,34576.77,13894.77,10,June,2025,2,40.19
2298,C0252,P035,2024-08-03,5,58763.86,14018.86,15,August,2024,3,23.86
2299,C0282,P057,2024-06-17,3,54370.96,23347.96,5,June,2024,2,42.94
2300,C0260,P025,2024-01-11,5,7888.31,3003.31,15,January,2024,1,38.07
2301,C0343,P033,2025-04-26,3,50838.9,15051.9,5,April,2025,2,29.61
2302,C0271,P009,2024-11-15,1,26600.78,11786.78,0,November,2024,4,44.31
2303,C0275,P010,2025-07-04,2,4158.45,908.45,0,July,2025,3,21.85
2304,C0257,P062,2025-10-01,4,2845.02,761.02,0,October,2025,4,26.75
2305,C0464,P049,2024-12-24,4,6102.56,2130.56,0,December,2024,4,34.91
2306,C0468,P070,2025-10-05,5,17172.76,7212.76,10,October,2025,4,42.0
2307,C0458,P059,2024-10-18,1,13970.63,6001.63,10,October,2024,4,42.96
2308,C0051,P089,2025-01-11,4,45303.53,15691.53,10,January,2025,1,34.64
2309,C0301,P089,2025-07-28,5,61020.81,24005.81,10,July,2025,3,39.34
2310,C0403,P076,2024-03-20,5,115655.36,41850.36,5,March,2024,1,36.19
2311,C0585,P040,2024-10-13,5,24925.28,4970.28,5,October,2024,4,19.94
2312,C0182,P063,2024-05-09,2,9219.95,2239.95,0,May,2024,2,24.29
2313,C0110,P044,2024-12-04,5,72505.67,25170.67,15,December,2024,4,34.72
2314,C0317,P078,2025-09-11,5,36677.91,14472.91,20,September,2025,3,39.46
2315,C0477,P049,2025-11-15,3,5297.64,2318.64,20,November,2025,4,43.77
2316,C0221,P020,2024-08-25,4,14419.19,3207.19,0,August,2024,3,22.24
2317,C0404,P074,2024-05-30,2,18902.45,3272.45,20,May,2024,2,17.31
2318,C0267,P024,2024-11-27,2,6720.63,1374.63,0,November,2024,4,20.45
2319,C0050,P018,2024-05-20,1,12414.16,5248.16,0,May,2024,2,42.28
2320,C0439,P012,2025-11-11,5,82328.37,33168.37,15,November,2025,4,40.29
2321,C0094,P046,2024-04-30,4,75542.99,20102.99,20,April,2024,2,26.61
2322,C0363,P055,2025-01-29,2,41177.31,13981.31,15,January,2025,1,33.95
2323,C0424,P026,2024-11-20,4,9714.92,2678.92,20,November,2024,4,27.58
2324,C0035,P049,2024-08-07,5,5962.12,997.12,20,August,2024,3,16.72
2325,C0228,P002,2025-12-29,2,10188.62,4414.62,10,December,2025,4,43.33
2326,C0206,P055,2025-03-28,2,46122.23,18926.23,20,March,2025,1,41.03
2327,C0290,P048,2025-12-02,4,16761.39,6297.39,10,December,2025,4,37.57
2328,C0240,P084,2025-10-29,1,9345.08,3167.08,15,October,2025,4,33.89
2329,C0080,P006,2025-04-22,3,45914.83,9638.83,10,April,2025,2,20.99
2330,C0038,P017,2025-09-23,3,2956.43,1135.43,5,September,2025,3,38.41
2331,C0570,P071,2025-01-26,5,44296.68,18536.68,5,January,2025,1,41.85
2332,C0399,P062,2024-07-19,3,1979.31,416.31,0,July,2024,3,21.03
2333,C0542,P086,2024-01-06,4,35164.43,9768.43,5,January,2024,1,27.78
2334,C0277,P074,2025-01-12,5,52819.79,13744.79,0,January,2025,1,26.02
2335,C0045,P025,2025-09-13,3,4328.55,1397.55,0,September,2025,3,32.29
2336,C0397,P070,2025-10-19,3,7002.64,1026.64,10,October,2025,4,14.66
2337,C0364,P081,2024-10-07,4,50798.98,14742.98,10,October,2024,4,29.02
2338,C0362,P081,2025-04-27,1,16056.11,7042.11,0,April,2025,2,43.86
2339,C0353,P083,2024-06-26,5,24421.16,8776.16,15,June,2024,2,35.94
2340,C0186,P024,2024-04-16,4,17507.71,6815.71,20,April,2024,2,38.93
2341,C0149,P037,2025-12-31,1,15185.12,4262.12,20,December,2025,4,28.07
2342,C0146,P009,2024-05-14,2,47661.55,18033.55,5,May,2024,2,37.84
2343,C0495,P075,2024-02-27,1,11542.55,3429.55,0,February,2024,1,29.71
2344,C0028,P022,2024-11-17,4,91840.49,33132.49,0,November,2024,4,36.08
2345,C0542,P068,2024-07-17,1,13418.55,5560.55,10,July,2024,3,41.44
2346,C0303,P023,2025-11-19,5,58762.32,22697.32,10,November,2025,4,38.63
2347,C0594,P035,2025-08-23,3,46540.05,19693.05,5,August,2025,3,42.31
2348,C0249,P015,2025-03-02,3,35695.02,11668.02,15,March,2025,1,32.69
2349,C0189,P037,2024-05-31,1,13022.63,2099.63,20,May,2024,2,16.12
2350,C0095,P058,2024-02-15,3,35895.27,6096.27,15,February,2024,1,16.98
2351,C0074,P032,2025-02-23,3,42555.0,15021.0,20,February,2025,1,35.3
2352,C0422,P029,2024-11-14,2,10040.36,3616.36,0,November,2024,4,36.02
2353,C0127,P037,2024-12-15,3,49624.18,16855.18,0,December,2024,4,33.97
2354,C0253,P071,2025-08-02,4,31309.99,10701.99,0,August,2025,3,34.18
2355,C0055,P052,2024-07-05,4,34311.62,5891.62,0,July,2024,3,17.17
2356,C0402,P053,2025-10-03,1,1950.49,415.49,20,October,2025,4,21.3
2357,C0524,P023,2024-08-10,1,11889.69,4676.69,0,August,2024,3,39.33
2358,C0557,P053,2024-11-11,3,6673.69,2068.69,5,November,2024,4,31.0
2359,C0526,P068,2024-11-13,2,25708.48,9992.48,5,November,2024,4,38.87
2360,C0319,P051,2024-07-01,1,226.24,64.24,10,July,2024,3,28.39
2361,C0040,P045,2025-02-27,3,33905.48,6590.48,10,February,2025,1,19.44
2362,C0346,P005,2024-07-23,2,9263.71,3791.71,10,July,2024,3,40.93
2363,C0202,P016,2025-12-15,2,41597.58,18313.58,10,December,2025,4,44.03
2364,C0114,P080,2024-12-29,4,56135.47,13671.47,15,December,2024,4,24.35
2365,C0428,P015,2025-04-05,5,55516.33,15471.33,20,April,2025,2,27.87
2366,C0591,P048,2025-01-29,2,6141.72,909.72,20,January,2025,1,14.81
2367,C0026,P015,2025-12-20,2,24021.66,8003.66,5,December,2025,4,33.32
2368,C0534,P037,2024-07-31,4,60098.3,16406.3,10,July,2024,3,27.3
2369,C0446,P077,2025-07-18,3,52620.57,19830.57,20,July,2025,3,37.69
2370,C0128,P005,2024-09-21,3,9923.41,1715.41,5,September,2024,3,17.29
2371,C0030,P021,2024-04-28,2,29225.35,9125.35,0,April,2024,2,31.22
2372,C0538,P003,2025-05-01,5,115558.67,42323.67,5,May,2025,2,36.63
2373,C0511,P009,2025-01-16,2,43070.53,13442.53,10,January,2025,1,31.21
2374,C0573,P015,2024-02-04,5,55888.47,15843.47,20,February,2024,1,28.35
2375,C0108,P056,2024-01-09,3,52732.49,19894.49,10,January,2024,1,37.73
2376,C0090,P024,2024-12-10,2,7612.25,2266.25,10,December,2024,4,29.77
2377,C0492,P017,2024-11-09,1,771.87,164.87,10,November,2024,4,21.36
2378,C0479,P089,2024-01-23,2,21519.73,6713.73,5,January,2024,1,31.2
2379,C0383,P029,2025-08-30,4,21533.17,8685.17,15,August,2025,3,40.33
2380,C0064,P071,2025-04-29,5,41252.68,15492.68,15,April,2025,2,37.56
2381,C0244,P018,2025-09-07,2,18834.74,4502.74,10,September,2025,3,23.91
2382,C0323,P069,2024-11-03,3,61140.11,19368.11,15,November,2024,4,31.68
2383,C0270,P084,2025-06-03,1,11003.0,4825.0,5,June,2025,2,43.85
2384,C0076,P086,2025-08-14,1,9038.7,2689.7,10,August,2025,3,29.76
2385,C0309,P007,2025-06-08,4,8156.57,2844.57,5,June,2025,2,34.87
2386,C0062,P088,2025-12-15,2,11043.03,4731.03,20,December,2025,4,42.84
2387,C0088,P070,2024-05-22,5,12738.84,2778.84,20,May,2024,2,21.81
2388,C0093,P001,2024-04-02,2,18025.84,6625.84,0,April,2024,2,36.76
2389,C0156,P086,2024-12-20,3,31720.14,12673.14,5,December,2024,4,39.95
2390,C0372,P001,2024-01-01,4,32088.63,9288.63,15,January,2024,1,28.95
2391,C0285,P084,2024-11-04,2,15818.95,3462.95,5,November,2024,4,21.89
2392,C0265,P070,2024-07-27,3,7184.61,1208.61,5,July,2024,3,16.82
2393,C0504,P005,2024-06-06,4,13227.01,2283.01,5,June,2024,2,17.26
2394,C0274,P049,2024-01-06,5,8438.93,3473.93,10,January,2024,1,41.17
2395,C0455,P047,2025-04-27,4,40831.1,8259.1,0,April,2025,2,20.23
2396,C0575,P063,2025-04-28,5,27857.38,10407.38,5,April,2025,2,37.36
2397,C0576,P009,2024-04-08,4,100164.89,40908.89,5,April,2024,2,40.84
2398,C0301,P032,2025-02-13,4,45285.23,8573.23,5,February,2025,1,18.93
2399,C0200,P040,2025-09-03,3,20757.76,8784.76,15,September,2025,3,42.32
2400,C0574,P062,2025-05-15,4,3120.11,1036.11,10,May,2025,2,33.21
2401,C0355,P016,2024-07-01,5,67959.16,9749.16,20,July,2024,3,14.35
2402,C0430,P080,2025-05-28,2,29511.12,8279.12,10,May,2025,2,28.05
2403,C0596,P090,2024-03-20,1,1285.45,454.45,15,March,2024,1,35.35
2404,C0358,P020,2024-02-15,2,6950.05,1344.05,5,February,2024,1,19.34
2405,C0199,P001,2024-12-13,2,15347.36,3947.36,0,December,2024,4,25.72
2406,C0571,P006,2024-06-03,4,76185.85,27817.85,15,June,2024,2,36.51
2407,C0461,P023,2024-02-05,3,29260.47,7621.47,15,February,2024,1,26.05
2408,C0198,P059,2024-07-02,3,42387.91,18480.91,15,July,2024,3,43.6
2409,C0184,P053,2024-04-18,2,4325.14,1255.14,20,April,2024,2,29.02
2410,C0166,P066,2025-12-03,4,32684.13,13160.13,10,December,2025,4,40.26
2411,C0466,P077,2024-01-13,1,17229.12,6299.12,15,January,2024,1,36.56
2412,C0298,P035,2025-06-03,2,24294.15,6396.15,20,June,2025,2,26.33
2413,C0261,P050,2025-05-12,4,38376.49,14332.49,0,May,2025,2,37.35
2414,C0580,P038,2024-11-06,4,26850.81,8002.81,0,November,2024,4,29.8
2415,C0419,P020,2025-09-10,4,14778.78,3566.78,0,September,2025,3,24.13
2416,C0180,P063,2025-12-30,4,20609.71,6649.71,15,December,2025,4,32.26
2417,C0284,P067,2024-04-24,3,7348.62,3022.62,10,April,2024,2,41.13
2418,C0043,P034,2025-01-27,2,43110.38,18992.38,20,January,2025,1,44.06
2419,C0079,P007,2025-12-25,1,1657.01,329.01,10,December,2025,4,19.86
2420,C0213,P058,2025-09-21,5,65438.29,15773.29,20,September,2025,3,24.1
2421,C0319,P011,2024-10-15,4,32298.28,9754.28,15,October,2024,4,30.2
2422,C0385,P088,2025-04-16,1,3878.75,722.75,15,April,2025,2,18.63
2423,C0149,P072,2025-12-03,3,45973.91,7096.91,20,December,2025,4,15.44
2424,C0402,P018,2025-11-22,3,28248.64,6750.64,10,November,2025,4,23.9
2425,C0146,P058,2025-07-09,3,49121.92,19322.92,0,July,2025,3,39.34
2426,C0001,P079,2025-03-03,3,6051.04,1272.04,10,March,2025,1,21.02
2427,C0238,P090,2025-10-13,1,1196.97,365.97,10,October,2025,4,30.57
2428,C0121,P026,2024-02-07,1,2704.03,945.03,10,February,2024,1,34.95
2429,C0016,P064,2024-06-28,5,23620.76,9130.76,5,June,2024,2,38.66
2430,C0458,P090,2024-05-28,1,1244.62,413.62,5,May,2024,2,33.23
2431,C0393,P032,2024-12-19,4,52506.07,15794.07,10,December,2024,4,30.08
2432,C0511,P047,2025-06-20,4,52045.0,19473.0,5,June,2025,2,37.42
2433,C0262,P063,2024-11-30,5,25267.12,7817.12,0,November,2024,4,30.94
2434,C0277,P055,2025-10-15,3,47928.33,7134.33,20,October,2025,4,14.89
2435,C0355,P086,2024-12-11,1,8877.45,2528.45,0,December,2024,4,28.48
2436,C0173,P064,2024-07-07,3,12385.86,3691.86,0,July,2024,3,29.81
2437,C0450,P007,2025-03-19,3,6450.24,2466.24,0,March,2025,1,38.23
2438,C0119,P041,2024-09-24,1,2783.67,1112.67,20,September,2024,3,39.97
2439,C0370,P027,2024-09-06,3,25688.72,9116.72,20,September,2024,3,35.49
2440,C0139,P052,2024-08-08,1,9899.07,2794.07,15,August,2024,3,28.23
2441,C0571,P077,2024-10-10,4,58086.89,14366.89,5,October,2024,4,24.73
2442,C0426,P010,2025-02-12,5,12889.79,4764.79,20,February,2025,1,36.97
2443,C0516,P045,2024-01-06,2,28969.11,10759.11,10,January,2024,1,37.14
2444,C0418,P036,2025-11-03,4,22846.01,5062.01,15,November,2025,4,22.16
2445,C0592,P017,2025-09-05,2,1612.92,398.92,15,September,2025,3,24.73
2446,C0565,P029,2024-01-19,3,11689.87,2053.87,5,January,2024,1,17.57
2447,C0160,P053,2024-10-21,3,5957.43,1352.43,20,October,2024,4,22.7
2448,C0463,P015,2025-03-06,5,67577.29,27532.29,20,March,2025,1,40.74
2449,C0199,P059,2025-05-02,5,54336.18,14491.18,15,May,2025,2,26.67
2450,C0065,P075,2024-11-23,5,46981.11,6416.11,10,November,2024,4,13.66
2451,C0231,P044,2025-04-18,3,47847.41,19446.41,5,April,2025,2,40.64
2452,C0533,P035,2025-11-20,4,46066.38,10270.38,5,November,2025,4,22.29
2453,C0359,P090,2025-11-07,4,4375.05,1051.05,0,November,2025,4,24.02
2454,C0533,P079,2025-07-28,5,14169.9,6204.9,15,July,2025,3,43.79
2455,C0336,P010,2025-01-13,3,5869.55,994.55,20,January,2025,1,16.94
2456,C0293,P048,2025-04-07,3,10513.85,2665.85,10,April,2025,2,25.36
2457,C0344,P083,2025-08-21,4,14633.92,2117.92,20,August,2025,3,14.47
2458,C0096,P011,2025-03-17,2,17536.67,6264.67,20,March,2025,1,35.72
2459,C0385,P035,2024-10-17,4,64335.68,28539.68,0,October,2024,4,44.36
2460,C0212,P056,2025-01-19,5,89408.78,34678.78,5,January,2025,1,38.79
2461,C0127,P002,2024-05-06,5,17835.93,3400.93,20,May,2024,2,19.07
2462,C0170,P039,2024-04-23,1,6996.78,2024.78,5,April,2024,2,28.94
2463,C0590,P079,2025-02-14,5,10657.78,2692.78,5,February,2025,1,25.27
2464,C0171,P041,2025-03-04,5,11826.8,3471.8,5,March,2025,1,29.36
2465,C0355,P065,2025-10-07,5,70264.53,17484.53,10,October,2025,4,24.88
2466,C0447,P040,2025-05-29,1,6312.77,2321.77,10,May,2025,2,36.78
2467,C0317,P021,2025-02-17,5,75180.56,24930.56,5,February,2025,1,33.16
2468,C0013,P037,2025-04-05,4,71739.57,28047.57,10,April,2025,2,39.1
2469,C0250,P045,2025-02-13,2,31877.37,13667.37,5,February,2025,1,42.87
2470,C0125,P059,2025-04-20,3,27544.91,3637.91,10,April,2025,2,13.21
2471,C0150,P066,2025-01-27,2,15562.37,5800.37,0,January,2025,1,37.27
2472,C0090,P089,2025-02-24,5,58280.77,21265.77,15,February,2025,1,36.49
2473,C0031,P051,2024-08-17,2,506.63,182.63,20,August,2024,3,36.05
2474,C0342,P014,2024-03-23,2,45566.63,16098.63,20,March,2024,1,35.33
2475,C0518,P028,2024-01-24,5,26364.46,9029.46,15,January,2024,1,34.25
2476,C0028,P028,2025-08-05,3,16083.88,5682.88,5,August,2025,3,35.33
2477,C0304,P067,2024-01-24,4,9199.01,3431.01,10,January,2024,1,37.3
2478,C0316,P045,2025-07-19,5,78497.99,32972.99,15,July,2025,3,42.0
2479,C0524,P007,2025-04-13,5,11362.6,4722.6,5,April,2025,2,41.56
2480,C0091,P033,2024-06-28,3,57974.55,22187.55,5,June,2024,2,38.27
2481,C0046,P067,2024-11-26,4,10146.73,4378.73,5,November,2024,4,43.15
2482,C0094,P030,2024-07-30,2,18243.36,4633.36,0,July,2024,3,25.4
2483,C0509,P005,2025-12-01,5,19832.81,6152.81,5,December,2025,4,31.02
2484,C0586,P070,2024-06-30,5,14326.21,4366.21,5,June,2024,2,30.48
2485,C0154,P074,2025-09-10,4,46112.87,14852.87,0,September,2025,3,32.21
2486,C0497,P080,2024-09-07,3,54678.42,22830.42,5,September,2024,3,41.75
2487,C0211,P043,2024-01-08,4,42342.24,16194.24,0,January,2024,1,38.25
2488,C0524,P049,2025-06-16,1,1582.16,589.16,15,June,2025,2,37.24
2489,C0183,P083,2025-03-03,4,21407.49,8891.49,0,March,2025,1,41.53
2490,C0032,P059,2024-05-03,3,41220.02,17313.02,20,May,2024,2,42.0
2491,C0122,P036,2024-01-25,5,34914.62,12684.62,20,January,2024,1,36.33
2492,C0062,P018,2024-10-26,4,41921.81,13257.81,0,October,2024,4,31.63
2493,C0314,P070,2025-01-07,4,13453.17,5485.17,0,January,2025,1,40.77
2494,C0423,P064,2025-10-06,4,18730.42,7138.42,20,October,2025,4,38.11
2495,C0538,P082,2024-04-16,4,36851.72,11055.72,0,April,2024,2,30.0
2496,C0594,P046,2024-04-24,2,47140.51,19420.51,20,April,2024,2,41.2
2497,C0132,P047,2024-05-25,2,22608.26,6322.26,10,May,2024,2,27.96
2498,C0443,P088,2024-09-27,2,10522.8,4210.8,5,September,2024,3,40.02
2499,C0590,P090,2025-04-14,1,1133.91,302.91,0,April,2025,2,26.71
2500,C0291,P012,2024-12-16,4,64463.57,25135.57,10,December,2024,4,38.99
2501,C0452,P079,2025-04-06,3,7636.73,2857.73,10,April,2025,2,37.42
2502,C0484,P049,2024-02-06,3,4526.14,1547.14,20,February,2024,1,34.18
2503,C0174,P064,2024-01-27,2,7223.07,1427.07,10,January,2024,1,19.76
2504,C0404,P004,2025-01-06,2,21529.83,9027.83,20,January,2025,1,41.93
2505,C0600,P015,2025-08-04,3,32420.37,8393.37,5,August,2025,3,25.89
2506,C0085,P009,2025-11-20,3,64838.0,20396.0,15,November,2025,4,31.46
2507,C0100,P007,2024-05-30,3,4981.54,997.54,5,May,2024,2,20.02
2508,C0508,P043,2024-09-20,5,43798.44,11113.44,15,September,2024,3,25.37
2509,C0147,P070,2025-08-20,2,4654.12,670.12,5,August,2025,3,14.4
2510,C0036,P086,2024-09-22,3,23740.87,4693.87,0,September,2024,3,19.77
2511,C0161,P056,2025-02-19,3,53156.2,20318.2,20,February,2025,1,38.22
2512,C0550,P024,2024-12-18,4,16593.97,5901.97,5,December,2024,4,35.57
2513,C0542,P050,2024-11-17,2,18413.35,6391.35,20,November,2024,4,34.71
2514,C0129,P057,2025-10-25,5,72042.42,20337.42,15,October,2025,4,28.23
2515,C0175,P003,2024-06-28,2,50268.75,20974.75,15,June,2024,2,41.73
2516,C0215,P079,2025-11-15,4,11043.55,4671.55,0,November,2025,4,42.3
2517,C0147,P061,2024-07-30,1,2318.22,629.22,10,July,2024,3,27.14
2518,C0104,P031,2024-05-02,2,28748.72,5704.72,20,May,2024,2,19.84
2519,C0336,P074,2025-08-06,2,21596.38,5966.38,15,August,2025,3,27.63
2520,C0239,P064,2024-08-21,1,4914.96,2016.96,20,August,2024,3,41.04
2521,C0224,P089,2025-02-12,2,20525.77,5719.77,0,February,2025,1,27.87
2522,C0037,P086,2024-03-09,1,11230.23,4881.23,20,March,2024,1,43.47
2523,C0021,P050,2025-07-04,3,27223.25,9190.25,20,July,2025,3,33.76
2524,C0125,P001,2025-04-02,1,10150.47,4450.47,0,April,2025,2,43.84
2525,C0534,P048,2024-09-19,5,19488.11,6408.11,5,September,2024,3,32.88
2526,C0539,P086,2024-08-21,2,20295.27,7597.27,5,August,2024,3,37.43
2527,C0292,P067,2024-09-29,4,7298.42,1530.42,20,September,2024,3,20.97
2528,C0333,P024,2024-03-06,5,17780.26,4415.26,5,March,2024,1,24.83
2529,C0278,P009,2024-07-31,2,44135.72,14507.72,0,July,2024,3,32.87
2530,C0360,P025,2025-05-03,2,2556.93,602.93,20,May,2025,2,23.58
2531,C0414,P025,2024-11-22,4,4743.83,835.83,0,November,2024,4,17.62
2532,C0275,P007,2025-03-28,1,1696.75,368.75,0,March,2025,1,21.73
2533,C0375,P074,2025-07-09,1,11405.39,3590.39,0,July,2025,3,31.48
2534,C0510,P031,2024-11-03,5,74302.27,16692.27,15,November,2024,4,22.47
2535,C0323,P049,2024-04-24,5,5740.74,775.74,15,April,2024,2,13.51
2536,C0357,P013,2025-08-26,4,67225.34,26613.34,5,August,2025,3,39.59
2537,C0396,P089,2024-09-14,5,60745.43,23730.43,0,September,2024,3,39.07
2538,C0542,P069,2025-10-08,4,85820.86,30124.86,15,October,2025,4,35.1
2539,C0391,P054,2025-06-10,2,13431.61,3581.61,15,June,2025,2,26.67
2540,C0043,P050,2024-09-27,3,31890.16,13857.16,10,September,2024,3,43.45
2541,C0094,P032,2025-11-25,5,60201.45,14311.45,10,November,2025,4,23.77
2542,C0432,P087,2024-04-24,5,45432.23,14672.23,15,April,2024,2,32.29
2543,C0599,P050,2025-06-05,2,17635.4,5613.4,10,June,2025,2,31.83
2544,C0157,P022,2024-03-08,4,86433.57,27725.57,5,March,2024,1,32.08
2545,C0111,P039,2025-03-29,4,31570.9,11682.9,0,March,2025,1,37.01
2546,C0192,P011,2024-07-06,3,26454.66,9546.66,20,July,2024,3,36.09
2547,C0434,P070,2024-08-06,2,6598.36,2614.36,5,August,2024,3,39.62
2548,C0437,P008,2025-06-27,3,40130.8,12944.8,10,June,2025,2,32.26
2549,C0072,P064,2025-09-16,4,14106.26,2514.26,10,September,2025,3,17.82
2550,C0226,P044,2024-11-27,2,28801.56,9867.56,5,November,2024,4,34.26
2551,C0157,P078,2024-06-24,2,11322.22,2440.22,15,June,2024,2,21.55
2552,C0412,P005,2024-11-29,2,8462.89,2990.89,5,November,2024,4,35.34
2553,C0026,P008,2025-03-02,5,81002.97,35692.97,20,March,2025,1,44.06
2554,C0322,P072,2025-04-28,3,50488.41,11611.41,10,April,2025,2,23.0
2555,C0336,P026,2024-12-07,3,7340.38,2063.38,10,December,2024,4,28.11
2556,C0566,P086,2025-04-05,3,32170.39,13123.39,10,April,2025,2,40.79
2557,C0428,P084,2025-03-03,3,26437.71,7903.71,15,March,2025,1,29.9
